documentation-url,end-date,entry-date,geography,geometry,name,organisation,point,reference,start-date,slug
,,2021-01-08,development-policy-area:LPLIW,"MULTIPOLYGON (((-0.861714 51.734805,-0.855328 51.732089,-0.855752 51.731643,-0.855672 51.731486,-0.855522 51.731416,-0.856054 51.730753,-0.856001 51.730737,-0.856019 51.730716,-0.856293 51.730783,-0.856824 51.731051,-0.857015 51.731024,-0.857605 51.731072,-0.858012 51.730923,-0.858464 51.730678,-0.863775 51.733852,-0.861714 51.734805)))",Land north of Lower Icknield Way,local-authority-eng:BUC,,,,/development-policy-area/local-authority-eng/BUC/LPLIW
,,2021-01-08,development-policy-area:LPLMCP,"MULTIPOLYGON (((-0.742423 51.585612,-0.739962 51.585945,-0.739239 51.585943,-0.738402 51.585892,-0.737059 51.585956,-0.735052 51.586293,-0.733745 51.586465,-0.732405 51.586568,-0.731512 51.586596,-0.730447 51.586565,-0.729604 51.586473,-0.726515 51.586052,-0.725998 51.585969,-0.725423 51.585822,-0.725618 51.585179,-0.725076 51.585060,-0.725079 51.584775,-0.724454 51.584712,-0.724484 51.584595,-0.724159 51.584573,-0.724165 51.583804,-0.724173 51.583357,-0.724434 51.582437,-0.724537 51.582216,-0.724621 51.582152,-0.724803 51.582093,-0.725434 51.582023,-0.725527 51.581960,-0.725650 51.581688,-0.725693 51.581204,-0.725675 51.580994,-0.725549 51.580805,-0.725414 51.580744,-0.725155 51.580475,-0.725105 51.580359,-0.725069 51.580098,-0.725194 51.579996,-0.726080 51.579566,-0.726210 51.579433,-0.726268 51.579311,-0.726183 51.578176,-0.725667 51.578224,-0.725557 51.577962,-0.725524 51.577635,-0.726192 51.577582,-0.726895 51.577484,-0.728202 51.577169,-0.730619 51.576281,-0.732458 51.575460,-0.733519 51.575034,-0.734575 51.574678,-0.736787 51.574126,-0.737572 51.573877,-0.738578 51.573368,-0.739120 51.573040,-0.739504 51.572767,-0.740412 51.571984,-0.740874 51.571697,-0.741382 51.571549,-0.742612 51.571358,-0.743357 51.571202,-0.744384 51.570931,-0.745126 51.570684,-0.745387 51.570560,-0.746152 51.570104,-0.747475 51.569198,-0.748278 51.568794,-0.748630 51.568447,-0.748745 51.568386,-0.750033 51.567838,-0.752793 51.566887,-0.754578 51.566228,-0.754973 51.565998,-0.755875 51.565374,-0.756681 51.564940,-0.756933 51.564840,-0.757187 51.564784,-0.757542 51.564786,-0.758202 51.564882,-0.759978 51.565718,-0.760731 51.565967,-0.761458 51.566140,-0.760608 51.567562,-0.758443 51.570826,-0.756998 51.573265,-0.756731 51.573790,-0.756486 51.574375,-0.756139 51.575391,-0.756102 51.575989,-0.756026 51.576485,-0.756002 51.577992,-0.756058 51.579597,-0.755995 51.580579,-0.755944 51.580776,-0.755594 51.581197,-0.755436 51.581280,-0.752726 51.582211,-0.751690 51.582611,-0.751343 51.582789,-0.749995 51.583295,-0.749897 51.583356,-0.749752 51.583390,-0.746828 51.584566,-0.745655 51.584881,-0.743120 51.585441,-0.742906 51.585533,-0.742423 51.585612)))",Little Marlow Country Park,local-authority-eng:BUC,,,,/development-policy-area/local-authority-eng/BUC/LPLMCP
,,2021-01-08,development-policy-area:LPLON,"MULTIPOLYGON (((-0.703255 51.611761,-0.703128 51.611677,-0.703058 51.611531,-0.702736 51.611319,-0.702346 51.611095,-0.702017 51.611024,-0.702164 51.610928,-0.701898 51.610791,-0.701734 51.610590,-0.701511 51.610411,-0.701677 51.610291,-0.702098 51.610097,-0.702996 51.610562,-0.703434 51.610747,-0.704154 51.611168,-0.703255 51.611761)))",London Road Employment Area,local-authority-eng:BUC,,,,/development-policy-area/local-authority-eng/BUC/LPLON
,,2021-01-08,development-policy-area:LPMARL,"MULTIPOLYGON (((-0.765185 51.634472,-0.765527 51.634816,-0.765756 51.634930,-0.765623 51.634960,-0.765190 51.634764,-0.763662 51.634300,-0.763634 51.634264,-0.763188 51.634126,-0.762978 51.634385,-0.761420 51.633911,-0.761407 51.633851,-0.761752 51.633175,-0.762151 51.633231,-0.762239 51.633085,-0.762801 51.633203,-0.762990 51.632910,-0.763547 51.633013,-0.763534 51.633029,-0.763996 51.633165,-0.764159 51.632935,-0.764428 51.633013,-0.763868 51.633800,-0.763779 51.633903,-0.763429 51.633806,-0.763318 51.633954,-0.763778 51.634094,-0.763962 51.633870,-0.764470 51.634079,-0.765086 51.634488,-0.765185 51.634472)))",Marlborough Industrial Estate,local-authority-eng:BUC,,,,/development-policy-area/local-authority-eng/BUC/LPMARL
,,2021-01-08,development-policy-area:LPMB,"MULTIPOLYGON (((-0.705916 51.576887,-0.705849 51.576829,-0.705996 51.576518,-0.706040 51.576163,-0.705990 51.576040,-0.706538 51.576271,-0.706601 51.576210,-0.706850 51.576320,-0.706644 51.576487,-0.706883 51.576578,-0.706759 51.576696,-0.706809 51.576709,-0.706416 51.577044,-0.705916 51.576887)),((-0.706630 51.576977,-0.706909 51.576747,-0.707424 51.576957,-0.707219 51.577166,-0.706630 51.576977)))",Meadow Bank,local-authority-eng:BUC,,,,/development-policy-area/local-authority-eng/BUC/LPMB
,,2021-01-08,development-policy-area:LPMILL,"MULTIPOLYGON (((-0.780400 51.637001,-0.781047 51.635817,-0.781629 51.635941,-0.781805 51.636030,-0.782732 51.636121,-0.782717 51.636228,-0.783418 51.636615,-0.783660 51.636692,-0.783537 51.636995,-0.784141 51.637106,-0.783960 51.637537,-0.783201 51.637424,-0.782959 51.637940,-0.783655 51.638058,-0.783576 51.638284,-0.783207 51.639008,-0.783035 51.639044,-0.782291 51.638773,-0.782458 51.638492,-0.782000 51.638415,-0.782049 51.638282,-0.781947 51.638267,-0.781920 51.638210,-0.781707 51.638175,-0.781499 51.638623,-0.780460 51.638391,-0.780691 51.637976,-0.780383 51.637958,-0.780151 51.638072,-0.779848 51.637963,-0.780400 51.637001)))",Mill End Road,local-authority-eng:BUC,,,,/development-policy-area/local-authority-eng/BUC/LPMILL
,,2021-01-08,development-policy-area:LPMOL,"MULTIPOLYGON (((-0.826083 51.736478,-0.823834 51.735715,-0.824034 51.735625,-0.824288 51.735590,-0.824656 51.735379,-0.825257 51.735274,-0.825613 51.735078,-0.826228 51.734412,-0.826413 51.734074,-0.826467 51.733885,-0.826571 51.733891,-0.826362 51.734297,-0.828834 51.735072,-0.828230 51.735865,-0.826083 51.736478)))",Molins Sports Ground,local-authority-eng:BUC,,,,/development-policy-area/local-authority-eng/BUC/LPMOL
,,2021-01-08,development-policy-area:LPMR6,"MULTIPOLYGON (((-0.783469 51.580036,-0.782735 51.580212,-0.782430 51.579729,-0.783145 51.579527,-0.783469 51.580036)))",Seymour Court Road,local-authority-eng:BUC,,,,/development-policy-area/local-authority-eng/BUC/LPMR6
,,2021-01-08,development-policy-area:LPPR11,"MULTIPOLYGON (((-0.837120 51.715736,-0.836582 51.715191,-0.836239 51.715212,-0.836265 51.715237,-0.835572 51.715456,-0.835507 51.715388,-0.836765 51.715015,-0.836581 51.714867,-0.836789 51.714747,-0.836939 51.714702,-0.837130 51.714703,-0.837503 51.714792,-0.838111 51.714852,-0.838243 51.714947,-0.838722 51.715154,-0.839319 51.715551,-0.840098 51.716229,-0.839990 51.716347,-0.838508 51.717184,-0.838154 51.716955,-0.837447 51.716400,-0.836869 51.715833,-0.837120 51.715736)))",Land rear of Poppy Road,local-authority-eng:BUC,,,,/development-policy-area/local-authority-eng/BUC/LPPR11
,,2021-01-08,development-policy-area:LPPR13,"MULTIPOLYGON (((-0.832217 51.725461,-0.832042 51.725359,-0.831512 51.724849,-0.831199 51.724616,-0.830838 51.724422,-0.830073 51.724089,-0.829628 51.723788,-0.829532 51.723617,-0.829550 51.723521,-0.829628 51.723392,-0.829772 51.723249,-0.829964 51.723123,-0.830101 51.723064,-0.830214 51.723071,-0.830962 51.723568,-0.831505 51.723827,-0.832122 51.724259,-0.832176 51.724307,-0.832262 51.724492,-0.832309 51.724770,-0.832465 51.725289,-0.832388 51.725445,-0.832217 51.725461)))",Land Fronting New Road,local-authority-eng:BUC,,,,/development-policy-area/local-authority-eng/BUC/LPPR13
,,2021-01-08,development-policy-area:LPPR14,"MULTIPOLYGON (((-0.829396 51.723332,-0.829195 51.723379,-0.829002 51.723361,-0.828347 51.722900,-0.829058 51.722530,-0.829305 51.722707,-0.829166 51.722782,-0.829236 51.722831,-0.829425 51.722729,-0.829584 51.722886,-0.829419 51.722974,-0.829687 51.723177,-0.829396 51.723332)))",Land South of Horns Lane,local-authority-eng:BUC,,,,/development-policy-area/local-authority-eng/BUC/LPPR14
,,2021-01-08,development-policy-area:LPPR16,"MULTIPOLYGON (((-0.841959 51.718211,-0.841733 51.718128,-0.841846 51.717201,-0.841823 51.717164,-0.842159 51.717115,-0.842934 51.717083,-0.842939 51.717149,-0.843118 51.717147,-0.843406 51.717074,-0.843581 51.717557,-0.843904 51.717556,-0.843893 51.717747,-0.843828 51.717755,-0.843813 51.717815,-0.843813 51.718479,-0.842162 51.718558,-0.842023 51.718531,-0.842038 51.718511,-0.841954 51.718483,-0.841990 51.718278,-0.841959 51.718211)))",Land at Princes Risborough Station,local-authority-eng:BUC,,,,/development-policy-area/local-authority-eng/BUC/LPPR16
,,2021-01-08,development-policy-area:LPPRA,"MULTIPOLYGON (((-0.809949 51.781950,-0.808980 51.782455,-0.808479 51.781982,-0.808150 51.780997,-0.807644 51.779737,-0.807039 51.778433,-0.805984 51.776449,-0.805427 51.774873,-0.805194 51.773114,-0.805349 51.771340,-0.807898 51.757843,-0.807949 51.757647,-0.808480 51.757730,-0.808912 51.756570,-0.808931 51.755986,-0.808904 51.755378,-0.808188 51.755376,-0.808123 51.754725,-0.808006 51.754141,-0.808356 51.754074,-0.808138 51.752805,-0.808153 51.752652,-0.807823 51.752682,-0.807902 51.751852,-0.808168 51.750928,-0.808660 51.749950,-0.809274 51.749033,-0.810132 51.748035,-0.811153 51.747079,-0.811958 51.746418,-0.812724 51.745868,-0.814147 51.744986,-0.815965 51.744075,-0.822638 51.740851,-0.823104 51.741087,-0.823751 51.740740,-0.823564 51.740337,-0.824852 51.739491,-0.826282 51.738315,-0.826428 51.738102,-0.827090 51.738349,-0.828233 51.737032,-0.829100 51.736125,-0.830445 51.734519,-0.831896 51.732898,-0.832792 51.731836,-0.834298 51.730142,-0.839250 51.724434,-0.839547 51.724143,-0.839977 51.723804,-0.840032 51.723722,-0.840475 51.723375,-0.842285 51.722134,-0.842741 51.721795,-0.843160 51.721382,-0.843581 51.720879,-0.843746 51.720603,-0.843972 51.720000,-0.844060 51.719649,-0.844010 51.718487,-0.844016 51.717775,-0.844311 51.717794,-0.844569 51.717885,-0.844719 51.718000,-0.844810 51.718176,-0.844769 51.718677,-0.844823 51.719012,-0.844790 51.719602,-0.844548 51.720516,-0.844263 51.721044,-0.843893 51.721485,-0.843223 51.722128,-0.841039 51.723677,-0.840446 51.724128,-0.839952 51.724588,-0.830994 51.734825,-0.828287 51.737854,-0.827500 51.738804,-0.825967 51.740066,-0.824552 51.740995,-0.823305 51.741685,-0.819074 51.743705,-0.815087 51.745670,-0.813767 51.746491,-0.813090 51.746979,-0.812322 51.747610,-0.811371 51.748501,-0.810579 51.749424,-0.810025 51.750252,-0.809585 51.751115,-0.809340 51.751966,-0.809257 51.752863,-0.809323 51.753610,-0.809566 51.754638,-0.809664 51.755624,-0.809586 51.756494,-0.808496 51.762482,-0.806791 51.771429,-0.806644 51.773091,-0.806864 51.774749,-0.807391 51.776233,-0.808422 51.778165,-0.809043 51.779501,-0.809562 51.780794,-0.809949 51.781950)))",Princes Risborough to Aylesbury Safeguarded Land,local-authority-eng:BUC,,,,/development-policy-area/local-authority-eng/BUC/LPPRA
,,2021-01-08,development-policy-area:LPQUC,"MULTIPOLYGON (((-0.706428 51.650897,-0.708051 51.651949,-0.707949 51.652010,-0.708232 51.652177,-0.708139 51.652223,-0.708010 51.652117,-0.706407 51.652731,-0.706627 51.652947,-0.706793 51.652881,-0.707078 51.653163,-0.706769 51.653288,-0.704078 51.652168,-0.704053 51.652121,-0.705167 51.651045,-0.706160 51.650862,-0.706203 51.650802,-0.706428 51.650897)))",Land at Queensway,local-authority-eng:BUC,,,,/development-policy-area/local-authority-eng/BUC/LPQUC
,,2021-01-08,development-policy-area:LPRUR1,"MULTIPOLYGON (((-0.839577 51.618965,-0.839484 51.619024,-0.839332 51.619393,-0.838835 51.619211,-0.838592 51.619194,-0.838628 51.618840,-0.838518 51.618848,-0.838516 51.618819,-0.838616 51.618103,-0.839615 51.618171,-0.839577 51.618965)))",Land south of Finings Road,local-authority-eng:BUC,,,,/development-policy-area/local-authority-eng/BUC/LPRUR1
,,2021-01-08,development-policy-area:LPRUR11,"MULTIPOLYGON (((-0.787108 51.598400,-0.787127 51.598713,-0.787194 51.599034,-0.787147 51.599190,-0.786719 51.599290,-0.785524 51.599332,-0.785386 51.598456,-0.787108 51.598400)))",Land at Heavens Above,local-authority-eng:BUC,,,,/development-policy-area/local-authority-eng/BUC/LPRUR11
,,2021-01-08,development-policy-area:LPRUR12,"MULTIPOLYGON (((-0.735989 51.658512,-0.736281 51.658477,-0.736392 51.658413,-0.736493 51.658294,-0.736552 51.658068,-0.736467 51.657615,-0.737557 51.657021,-0.737479 51.656286,-0.737518 51.656077,-0.737281 51.655691,-0.736880 51.655137,-0.737021 51.655090,-0.737476 51.655775,-0.738241 51.656706,-0.738585 51.656882,-0.739327 51.657123,-0.739575 51.657268,-0.739719 51.657410,-0.739973 51.657917,-0.740160 51.658540,-0.740204 51.658880,-0.740182 51.659137,-0.740098 51.659295,-0.739959 51.659776,-0.739808 51.660117,-0.739635 51.659948,-0.739266 51.659768,-0.739064 51.659733,-0.738471 51.659751,-0.738239 51.659729,-0.737391 51.659434,-0.737073 51.659359,-0.736796 51.659353,-0.736432 51.659414,-0.736259 51.659495,-0.736082 51.659654,-0.736233 51.659275,-0.736263 51.659080,-0.736105 51.658664,-0.735989 51.658512)))",Uplands Conference Centre,local-authority-eng:BUC,,,,/development-policy-area/local-authority-eng/BUC/LPRUR12
,,2021-01-08,development-policy-area:LPRUR2,"MULTIPOLYGON (((-0.828965 51.616324,-0.828586 51.616094,-0.828512 51.616000,-0.828325 51.615919,-0.827411 51.615222,-0.828824 51.615019,-0.829127 51.615531,-0.829634 51.615464,-0.830193 51.615841,-0.829552 51.615988,-0.829582 51.616066,-0.829348 51.616135,-0.828965 51.616324)))",Land between Chalky Field and Marlow Road,local-authority-eng:BUC,,,,/development-policy-area/local-authority-eng/BUC/LPRUR2
,,2021-01-08,development-policy-area:LPRUR3,"MULTIPOLYGON (((-0.829597 51.624984,-0.828566 51.624906,-0.827685 51.624673,-0.827911 51.624518,-0.828815 51.624428,-0.829018 51.624344,-0.828900 51.624239,-0.829579 51.624218,-0.829585 51.624055,-0.830103 51.623998,-0.830126 51.624292,-0.830177 51.624283,-0.830185 51.624310,-0.830222 51.624991,-0.829597 51.624984)))",Land at Sidney House,local-authority-eng:BUC,,,,/development-policy-area/local-authority-eng/BUC/LPRUR3
,,2021-01-08,development-policy-area:LPRUR7,"MULTIPOLYGON (((-0.783874 51.674348,-0.783470 51.673898,-0.782782 51.673574,-0.782858 51.673536,-0.782707 51.673447,-0.783236 51.673202,-0.784485 51.672513,-0.784736 51.672683,-0.785831 51.673754,-0.783874 51.674348)))",Land off Clappins Lane,local-authority-eng:BUC,,,,/development-policy-area/local-authority-eng/BUC/LPRUR7
,,2021-01-08,development-policy-area:LPRUR8,"MULTIPOLYGON (((-0.913825 51.657506,-0.913584 51.657807,-0.912680 51.657388,-0.912133 51.657820,-0.913080 51.658252,-0.912918 51.658414,-0.912815 51.658315,-0.912786 51.658187,-0.912500 51.658056,-0.911938 51.658618,-0.912484 51.658827,-0.912406 51.658901,-0.911866 51.658699,-0.911572 51.659011,-0.909934 51.658173,-0.909690 51.658352,-0.910432 51.658719,-0.909914 51.659222,-0.909175 51.658998,-0.908319 51.658845,-0.908385 51.658479,-0.908367 51.658437,-0.910679 51.657116,-0.911368 51.656546,-0.912948 51.657159,-0.912970 51.657136,-0.913825 51.657506)))",Land south of Mill Road,local-authority-eng:BUC,,,,/development-policy-area/local-authority-eng/BUC/LPRUR8
,,2021-01-08,development-policy-area:LPRUR9,"MULTIPOLYGON (((-0.910147 51.662074,-0.909979 51.662464,-0.909165 51.662341,-0.908463 51.662189,-0.908353 51.662124,-0.908386 51.662005,-0.908825 51.662072,-0.909059 51.661459,-0.910314 51.661604,-0.910147 51.662074)))",Land at Wood Farm,local-authority-eng:BUC,,,,/development-policy-area/local-authority-eng/BUC/LPRUR9
,,2021-01-08,development-policy-area:LPSTA,"MULTIPOLYGON (((-0.700407 51.608628,-0.700340 51.608665,-0.700388 51.608726,-0.699863 51.608888,-0.700403 51.609568,-0.700250 51.609641,-0.699943 51.609604,-0.699837 51.609505,-0.699668 51.609455,-0.699628 51.609321,-0.699429 51.609190,-0.699334 51.609064,-0.698896 51.609200,-0.698816 51.609050,-0.698820 51.608983,-0.698894 51.608881,-0.699400 51.608391,-0.699756 51.608157,-0.699768 51.608071,-0.699697 51.608065,-0.699928 51.607846,-0.700069 51.607832,-0.700253 51.607910,-0.700756 51.608374,-0.700726 51.608444,-0.700407 51.608628)))",Station Road Loudwater,local-authority-eng:BUC,,,,/development-policy-area/local-authority-eng/BUC/LPSTA
,,2021-01-08,development-policy-area:LPVBC,"MULTIPOLYGON (((-0.740487 51.628309,-0.740508 51.628371,-0.740078 51.629260,-0.739250 51.629101,-0.739219 51.629164,-0.738792 51.629101,-0.738775 51.629134,-0.738672 51.629116,-0.738647 51.629050,-0.738214 51.628992,-0.738203 51.629024,-0.737929 51.628974,-0.737857 51.629102,-0.737591 51.629052,-0.737771 51.628802,-0.737623 51.628765,-0.737382 51.629010,-0.737294 51.628966,-0.737371 51.628891,-0.737327 51.628859,-0.737495 51.628709,-0.737182 51.628586,-0.737401 51.628474,-0.736379 51.628343,-0.736445 51.628182,-0.736602 51.628208,-0.736737 51.627901,-0.737960 51.628071,-0.737919 51.628165,-0.738679 51.628318,-0.738849 51.627921,-0.739516 51.628043,-0.740487 51.628309)))",Valley Business Centre,local-authority-eng:BUC,,,,/development-policy-area/local-authority-eng/BUC/LPVBC
,,2021-01-08,development-policy-area:LPWSX,"MULTIPOLYGON (((-0.705725 51.575323,-0.704638 51.575161,-0.704770 51.574989,-0.705004 51.574262,-0.705853 51.574319,-0.705957 51.574274,-0.707250 51.571560,-0.708147 51.571704,-0.708569 51.571667,-0.708635 51.571982,-0.708607 51.572135,-0.708410 51.572421,-0.708308 51.572479,-0.708310 51.572526,-0.708105 51.572775,-0.708033 51.572934,-0.707988 51.573206,-0.707604 51.573748,-0.707245 51.574164,-0.706735 51.574380,-0.705725 51.575323)))",Wessex Road Industrial Estate,local-authority-eng:BUC,,,,/development-policy-area/local-authority-eng/BUC/LPWSX
,,2021-01-08,development-policy-area:LPWYE,"MULTIPOLYGON (((-0.724809 51.622058,-0.724665 51.622055,-0.723663 51.621771,-0.722734 51.621426,-0.722103 51.621154,-0.722817 51.620643,-0.723475 51.620861,-0.723993 51.621193,-0.724505 51.621584,-0.724782 51.621719,-0.725104 51.621826,-0.724926 51.622009,-0.724809 51.622058)))",Wye Industrial Estate,local-authority-eng:BUC,,,,/development-policy-area/local-authority-eng/BUC/LPWYE
,,2021-01-08,development-policy-area:NBSB,"MULTIPOLYGON (((-0.869477 51.713677,-0.869063 51.712850,-0.869048 51.712712,-0.868878 51.712457,-0.870441 51.712167,-0.870631 51.712521,-0.871133 51.712371,-0.872053 51.712033,-0.873018 51.711788,-0.873427 51.712288,-0.873516 51.712364,-0.873554 51.712348,-0.873773 51.712625,-0.874125 51.712585,-0.874833 51.712470,-0.874682 51.712206,-0.875225 51.712047,-0.875199 51.712002,-0.875678 51.711861,-0.875778 51.711960,-0.877607 51.711480,-0.877562 51.711419,-0.878081 51.711292,-0.878305 51.711679,-0.878657 51.713051,-0.878748 51.713327,-0.878850 51.713446,-0.878908 51.713631,-0.879667 51.713325,-0.879980 51.713684,-0.880270 51.713912,-0.880073 51.714023,-0.879960 51.714178,-0.880254 51.714586,-0.880231 51.714620,-0.880663 51.715138,-0.881572 51.714865,-0.882758 51.716257,-0.881999 51.716522,-0.882283 51.716885,-0.882249 51.716946,-0.882264 51.717038,-0.882480 51.717258,-0.881387 51.717738,-0.880974 51.717167,-0.880630 51.716826,-0.879874 51.715809,-0.880030 51.715732,-0.879710 51.715429,-0.879412 51.715205,-0.879020 51.715122,-0.879043 51.715016,-0.879320 51.714808,-0.879356 51.714660,-0.879486 51.714610,-0.879057 51.714111,-0.878763 51.714174,-0.878733 51.714030,-0.878604 51.713852,-0.878368 51.713790,-0.877460 51.713886,-0.877337 51.713862,-0.877207 51.713708,-0.875264 51.714157,-0.874598 51.714271,-0.874315 51.713978,-0.874272 51.713851,-0.873979 51.713498,-0.873722 51.713322,-0.873706 51.713386,-0.873354 51.713564,-0.872657 51.713816,-0.871740 51.714056,-0.871251 51.714145,-0.871085 51.714159,-0.870865 51.714113,-0.870747 51.714463,-0.870755 51.714719,-0.870622 51.715091,-0.870667 51.715611,-0.870747 51.715982,-0.870951 51.716623,-0.870094 51.716710,-0.869975 51.716297,-0.870070 51.716286,-0.869716 51.714740,-0.869968 51.714715,-0.870016 51.713702,-0.869605 51.713743,-0.869493 51.713731,-0.869477 51.713677)))",Bledlow Settlement Boundary,local-authority-eng:BUC,,,,/development-policy-area/local-authority-eng/BUC/NBSB
,,2021-01-08,development-policy-area:NDHNA,"MULTIPOLYGON (((-0.758773 51.620407,-0.758741 51.620402,-0.758758 51.620246,-0.758734 51.620127,-0.758526 51.619813,-0.758401 51.619713,-0.758069 51.619543,-0.757531 51.619290,-0.757326 51.619228,-0.756832 51.619115,-0.755767 51.618957,-0.755658 51.619030,-0.755512 51.619059,-0.754603 51.619021,-0.754234 51.619079,-0.753885 51.619212,-0.753270 51.619518,-0.752583 51.619746,-0.752113 51.620015,-0.750507 51.619587,-0.750331 51.619829,-0.748701 51.619424,-0.748433 51.619831,-0.747789 51.619511,-0.747600 51.619447,-0.746005 51.619297,-0.745954 51.619250,-0.746146 51.618834,-0.746080 51.618410,-0.746177 51.618289,-0.747525 51.617691,-0.747667 51.617461,-0.747706 51.617444,-0.748109 51.617618,-0.748735 51.617641,-0.748857 51.617594,-0.749251 51.617292,-0.749585 51.617101,-0.747845 51.615195,-0.747730 51.615145,-0.747526 51.615154,-0.747503 51.615094,-0.747626 51.615042,-0.747641 51.614973,-0.747288 51.614579,-0.747521 51.614655,-0.747607 51.614624,-0.747656 51.614686,-0.748325 51.614732,-0.749659 51.614934,-0.750288 51.614938,-0.751143 51.614876,-0.753126 51.614897,-0.754112 51.614814,-0.756208 51.614467,-0.757947 51.614311,-0.759605 51.614013,-0.759940 51.614713,-0.760492 51.614617,-0.760581 51.614677,-0.761103 51.615690,-0.762705 51.616096,-0.762870 51.616099,-0.762993 51.616051,-0.762684 51.616434,-0.762624 51.616452,-0.762588 51.616508,-0.762611 51.616552,-0.762435 51.616834,-0.761888 51.617520,-0.761005 51.618509,-0.758773 51.620407)))",Daws Hill Neighbourhood Area,local-authority-eng:BUC,,,,/development-policy-area/local-authority-eng/BUC/NDHNA
,,2021-01-08,development-policy-area:NDLV,"MULTIPOLYGON (((-0.855032 51.732238,-0.855058 51.732347,-0.855174 51.732501,-0.861566 51.735158,-0.864845 51.736487,-0.863882 51.736858,-0.863211 51.737178,-0.863365 51.737250,-0.863371 51.737281,-0.864951 51.738456,-0.864922 51.738514,-0.864451 51.738755,-0.864647 51.738895,-0.864361 51.739073,-0.864523 51.739177,-0.864523 51.739285,-0.863577 51.739670,-0.863506 51.739610,-0.863610 51.739585,-0.863406 51.739409,-0.862870 51.739641,-0.862136 51.740028,-0.862323 51.740168,-0.862433 51.740138,-0.862674 51.740153,-0.862905 51.740117,-0.863175 51.739969,-0.863722 51.740387,-0.863939 51.740595,-0.863277 51.740845,-0.863411 51.740941,-0.863496 51.740941,-0.863495 51.740996,-0.863586 51.741004,-0.863646 51.741052,-0.863637 51.741101,-0.864780 51.741868,-0.865592 51.742532,-0.866189 51.743079,-0.866361 51.743194,-0.867184 51.742904,-0.867778 51.743561,-0.867095 51.743835,-0.866646 51.743450,-0.866409 51.743543,-0.865768 51.743949,-0.865649 51.743930,-0.865386 51.743860,-0.865896 51.743312,-0.866245 51.743303,-0.865937 51.743247,-0.865318 51.743047,-0.865269 51.743072,-0.865132 51.743038,-0.865022 51.742960,-0.864972 51.742988,-0.864796 51.742745,-0.864231 51.742452,-0.864010 51.742288,-0.863797 51.742393,-0.863625 51.742247,-0.862986 51.742549,-0.863038 51.742585,-0.862736 51.742724,-0.862676 51.742697,-0.862671 51.742654,-0.862271 51.742397,-0.861033 51.741450,-0.861158 51.741347,-0.860072 51.740534,-0.858852 51.739834,-0.859683 51.739260,-0.859612 51.739156,-0.859657 51.739137,-0.859409 51.739050,-0.859346 51.738881,-0.858129 51.738023,-0.858257 51.737978,-0.856926 51.736741,-0.856950 51.736730,-0.856863 51.736654,-0.857403 51.736405,-0.857033 51.736031,-0.856861 51.735923,-0.856610 51.735827,-0.856253 51.735770,-0.856031 51.735800,-0.855042 51.736544,-0.853837 51.735893,-0.853162 51.735613,-0.853153 51.735572,-0.853422 51.735231,-0.852778 51.735034,-0.851633 51.734586,-0.851585 51.734539,-0.851579 51.734469,-0.851609 51.734432,-0.852035 51.734225,-0.852430 51.733988,-0.853768 51.732874,-0.854061 51.732671,-0.854525 51.732432,-0.855032 51.732238),(-0.861777 51.736973,-0.862323 51.736630,-0.862107 51.736507,-0.861535 51.736817,-0.859811 51.735638,-0.859569 51.735428,-0.858368 51.735974,-0.857563 51.735252,-0.857602 51.735232,-0.857171 51.734925,-0.857512 51.734771,-0.857458 51.734727,-0.856887 51.734982,-0.857686 51.735618,-0.857843 51.735806,-0.858266 51.736180,-0.858230 51.736198,-0.858899 51.736716,-0.859081 51.736819,-0.859214 51.736978,-0.859281 51.736955,-0.859367 51.737016,-0.859573 51.737239,-0.859673 51.737263,-0.859748 51.737345,-0.859857 51.737273,-0.860165 51.737486,-0.860052 51.737546,-0.860421 51.737796,-0.861052 51.737425,-0.861057 51.737382,-0.861703 51.736979,-0.861777 51.736973)))",Development at Longwick Village,local-authority-eng:BUC,,,,/development-policy-area/local-authority-eng/BUC/NDLV
,,2021-01-08,development-policy-area:NLGSD,"MULTIPOLYGON (((-0.762473 51.616541,-0.762380 51.616477,-0.761978 51.616364,-0.762223 51.616108,-0.762324 51.616102,-0.762538 51.616168,-0.762623 51.616339,-0.762473 51.616541)))",Local Green Space 5 - land on corner of Marlow Hill & Fair Ridge,local-authority-eng:BUC,,,,/development-policy-area/local-authority-eng/BUC/NLGSD
